clave,fuente,usr_id,prp_id,url,fecha_scraping,fecha_publicacion,precio,moneda,precio_m2,superficie_cubierta_m2,superficie_total_m2,ambientes,dormitorios,banos,tipo_construccion,condicion,estado_conservacion,antiguedad,localidad,provincia,direccion,latitud,longitud,cochera,plantas,piscina,amoblado,tiene_expensas,valor_expensas,acepta_mascotas,zona_escolar,publicador,tipo_anunciante,es_dueno_directo,posible_duplicado_cruzado,motivo_sospecha,descripcion,id_publicado
inmoup:2504-666,inmoup,2504,666,https://inmoup.com.ar/2504-cefas-inmobiliaria/inmuebles/666/ficha/departamentos-en-alquiler-en-saavedra-y-francisco-de-la-reta,2026-09-08,2026-04-08 12:04:23,400000.0,ARS,10000.0,40.0,45.0,,0.0,1.0,,Alquiler,Muy Bueno,10.0,Guaymallen,Mendoza,Saavedra y Francisco de la Reta,-32.89182241029041,-68.82674641747435,Sin Cochera,,,,True,40000.0,False,Si,Cefas Inmobiliaria,Inmobiliaria,False,False,,"Departamento en alquiler ubicado en calle Saavedra y Alberdi, San Jose.
PLANTA ALTA Y BAJA: Monoambiente, cocina integrada y baño completo, SIN cochera.
3 unidades disponibles.
PLAZO: 2 años con actualización CUATRIMESTRAL según ICL (Índice de Contrato de Locación) 
REQUISITOS: Bono de sueldo del solicitante + 2 garantes.
NO SE ACEPTAN MASCOTAS.",
inmoup:2504-755,inmoup,2504,755,https://inmoup.com.ar/2504-cefas-inmobiliaria/inmuebles/755/ficha/departamentos-en-alquiler-en-rodriguez-pena-y-cochabamba,2026-09-08,2026-08-19 09:51:35,550000.0,ARS,9166.666666666666,60.0,65.0,4.0,2.0,1.0,,Alquiler,Muy Bueno,10.0,Guaymallen,Mendoza,Rodriguez Peña y Cochabamba,-32.90888599599884,-68.79557198465577,Garage/Cochera,,,,False,,False,Si,Cefas Inmobiliaria,Inmobiliaria,False,False,,"Departamento ubicado en calle Rodríguez Peña y Cochabamba, Guaymallén.
PLANTA BAJA: 2 Habitaciones - 1 Baño - Cocina - Living comedor - Patio interno - Cochera techada.

Cuenta con todos los servicios (luz, gas, agua y cloacas).

REQUISITOS: Bono de sueldo del solicitante + 2 garantes.
Contrato por 2 años con ajuste CUATRIMESTRAL según el ICL (Índice de Contrato de Locación).

CEFAS INMOBILIARIA",
inmoup:250686-3,inmoup,250686,3,https://inmoup.com.ar/250686-chiara/inmuebles/3/ficha/departamentos-en-alquiler-en-echeverria-865,2026-09-08,2026-05-18 16:31:47,650000.0,ARS,10000.0,65.0,65.0,3.0,2.0,2.0,,Alquiler,Excelente,,Tunuyan,Mendoza,Echeverria 865,-33.5810234,-69.0143542,Cochera Pasante,3.0,,True,True,50000.0,False,,Chiara,Inmobiliaria,False,False,,"DEPARTAMENTO TRIPLEX AMOBLADO EN ALQUILER | TUNUYÁN, VALLE DE UCO
DUEÑO DIRECTO
Departamento triplex totalmente amoblado en complejo residencial en Tunuyán, Valle de Uco.

🛏️ Características:
2 dormitorios 
1 baño completo + toilette
Living-comedor
Cocina con mesada de granito y cocina a gas
Calefacción a gas
Cochera techada

🛋️ Equipamiento:
Heladera, microondas, televisor
Camas, mesa y sillas

Condiciones:
Expensasy servicios a cargo del inquilino

📍 Tunuyán, Valle de Uco, Mendoza",
inmoup:250960-15,inmoup,250960,15,https://inmoup.com.ar/250960-santino/inmuebles/15/ficha/departamentos-en-alquiler-en-rincones-de-boedo,2026-09-08,2026-08-01 16:16:56,,,,70.0,70.0,4.0,2.0,1.0,,Alquiler,Excelente,,Lujan de Cuyo,Mendoza,Rincones de Boedo,-32.98934843079053,-68.8253731386902,Garage/Cochera,1.0,False,False,True,,True,,santino,Inmobiliaria,False,False,,"Alquilo Depto. Rincones de Boedo. A ESTRENAR
Un Barrio Privado, pero de 55 Departamento Increíbles PREMIUM. 

LA MEJOR UBICACIÓN. Con vista a todos los departamentos. ORIENTACIÓN NORTE

Sum. Cochera. Pet Friendly. Bike Parking. Espacios Verdes. Ascensor 

2 Habitaciones 
1 Baño. Incluye Cortinas, Espejo de baño con LED, 1 Aire Acondicionado Nuevo. 

EL VALOR ES EN DÓLARES 💵",
inmoup:253257-2,inmoup,253257,2,https://inmoup.com.ar/253257-aixa-chattas/inmuebles/2/ficha/departamentos-en-alquiler-en-cacique-guaymallen-969i,2026-09-08,2026-08-11 09:09:34,300.0,USD,6.0,50.0,70.0,2.0,1.0,1.0,,Alquiler,Excelente,10.0,Las Heras,Mendoza,Cacique Guaymallen 969i,-32.85622906069246,-68.84414270703552,Sin Cochera,,,False,False,,True,Si,Aixa Chattas,Inmobiliaria,False,False,,"🏠 DEPARTAMENTO EN ALQUILER – $450.000

📍 Excelente zona, con muy buenas conexiones de transporte.

Departamento en planta baja, a la calle, luminoso y cómodo. Ideal para 1 o 2 personas adultas.

✨ Características:
• 1 dormitorio
• Cocina-comedor
• Baño completo
• Patio
• Todos los servicios
• No paga expensas
• Se acepta 1 mascota pequeña 🐾

📋 Requisitos:
• 2 garantes con bono de sueldo
• 1 mes de alquiler
• 1 mes de depósito
• Gastos de contrato

Dueño directo",
inmoup:253838-7,inmoup,253838,7,https://inmoup.com.ar/253838-pablo-quiroga/inmuebles/7/ficha/departamentos-en-alquiler-en-gorriti-y-cayetano-silva,2026-09-08,2026-07-13 03:40:00,550000.0,ARS,5000.0,110.0,120.0,,3.0,2.0,,Alquiler,Excelente,,Godoy Cruz,Mendoza,GORRITI Y CAYETANO SILVA ,,,Sin Cochera,,,,False,,False,,Pablo Quiroga ,Inmobiliaria,False,False,,HERMOSO Y AMPLISIMO DPTO EN GODOY CRUZ CALLE GORRITI Y CAYETANO SILVA PLANTA ALTA TRES DORMITORIOS DOS BAÑOS COCINA COMEDOR LIVING AMPLISIMO Y PATIO CHICO. REQUISITOS MES DE ALQUILER MES DE DEPOSITO EN DOS VECES Y HONORARIOS DE INMOBILIARIA.UN SOLICITANTE CON BONO O INGRESOS DEMOSTRABLES DOS GARANTES CON BONO. CONTRATO POR 24 MESES CON AUMENTOS TRIMESTRES SEGUN IPC.,
inmoup:253991-179,inmoup,253991,179,https://inmoup.com.ar/253991-bloque-inmobiliario/inmuebles/179/ficha/departamentos-en-alquiler-en-almafuerte-3581-lujan-de-cuyo,2026-09-08,2026-09-01 11:19:47,370000.0,ARS,12333.333333333334,30.0,30.0,,0.0,1.0,,Alquiler,Muy Bueno,10.0,Lujan de Cuyo,Mendoza,"Almafuerte 3581, lujan de Cuyo",,,Sin Cochera,,,,True,60000.0,False,,Bloque Inmobiliario,Inmobiliaria,False,False,,"BLOQUE INMOBILIARIO ALQUILA:

MONOAMBIENTE en » B° Jardín Casa de Fader», a metros de la Facultad de Agronomía – Luján de Cuyo – Mendoza

Ideal Estudiante o Persona Sola. No aceptan mascotas. Cocina equipada. Luminoso.

Expensas Variables que incluyen los servicios de agua, luz y Municipalidad.-

ALQUILER $370.000

Requisitos para entrar:
Alquiler + Depósito ($370.000 en dos (2) veces) + Honorarios Inmobiliarios ($240.000).
Dos (2) garantes con bono de sueldo e ingresos de quien alquila.
Se debe pagar “Seguro de Incendio” ($12.000 Mensuales Aprox.)

Gracias por Elegirnos!!!!",
inmoup:253991-281,inmoup,253991,281,https://inmoup.com.ar/253991-bloque-inmobiliario/inmuebles/281/ficha/departamentos-en-alquiler-en-maipu-157-villa-marini-godoy-cruz,2026-09-08,2026-09-01 12:51:26,600000.0,ARS,8571.42857142857,70.0,70.0,,2.0,1.0,,Alquiler,Muy Bueno,46.0,Godoy Cruz,Mendoza,"Maipú 157 Villa Marini, Godoy Cruz",-32.9115734,-68.847203,Sin Cochera,,,,True,65000.0,False,,Bloque Inmobiliario,Inmobiliaria,False,False,,"Departamento dos dormitorios, sin cochera, en calle Maipú entre Alte Brow y Roque Sáez Peña de Godoy Cruz, metros Mc Donald, con excelente conectividad urbana
(Metro- Tranvía / Colectivos, Bici Sendas)., Gimnasios, Supermercados, Hospitales, Farmacias, Colegios, universidades. Zona Bombal Sur.
La propiedad cuenta con ingreso a través de espacios verdes de uso común y está integrada por: Living-Comedor con Estufa tiro balanceado, ventilador de techo con pisos parquet. Cocina: con Calefón, Cocina c/ Horno, Mesada de aluminio con doble bacha bajo mesada. cajones, grifería doble comando y alacenas y una Mesa plegable, Bacha en lavandería y alacena de dos puertas. Baño Completo y Dos Dormitorios con pisos parquet, Placares con puertas corredizas completo y pequeño escritorio.
En Bloque Inmobiliario Estamos para darte esa mano que necesitas llámanos
Gastos & Requisitos:
Alquiler $ 600.000 (Aumento Cuatrimestral ICL)
Depósito $ 600.000 (Pago en dos veces)
Honorarios Inmobiliarios $ 380.000.
Certificación de firmas: $ 50.000 c/u (Mínimo 3) o Seguro de Curación
Dos a tres Garantes con Bono de Sueldo e ingresos de quien alquile.
Gracias por elegirnos!!!",
inmoup:2556-517,inmoup,2556,517,https://inmoup.com.ar/2556-sergio-garcia-propiedades/inmuebles/517/ficha/departamentos-en-alquiler-en-tapon-moano-1752,2026-09-08,2026-05-25 19:47:31,550000.0,ARS,8461.538461538461,65.0,90.0,3.0,2.0,1.0,,Alquiler,Excelente,,Guaymallen,Mendoza,TAPON MOANO 1752,-32.92551768985294,-68.7714839235596,Garage/Cochera,,,,True,63000.0,False,,Sergio Garcia Propiedades,Inmobiliaria,False,False,,"SERGIO GARCIA ALQUILA, en complejo Privado, ubicado en zona de importante y moderno desarrollo inmobiliario, Jesús Nazareno, 2 departamentos a nuevos. .
El complejo se caracteriza por
1) Seuridad
2) Acceso controlado
3) Luminarias dentro del complejo
4) Amplios espacios exteriores con verde.
5) doble techada
Los departamentos son muy Luminosos y poseen comedor living comedor,. En cocina, completo amoblamiento bajo mesada y alacena.
Los dos dormitorios son amplios y placares de piso a techo y de pared a pared.
El baño posee finos detalles. 
Los departamentos poseen lavandería separada.
Los departamentos son en planta alta, con gran luminosidad y vista panorámica.
 
En la expensas $63.000
La actualización es cuatrimestral con el ICL",
inmoup:2556-601,inmoup,2556,601,https://inmoup.com.ar/2556-sergio-garcia-propiedades/inmuebles/601/ficha/departamentos-en-alquiler-en-alem-20,2026-09-08,2026-05-28 18:42:44,650000.0,ARS,6500.0,100.0,110.0,,3.0,1.0,,Alquiler,Excelente,,Capital,Mendoza,ALEM 20,-32.89292934192487,-68.83937163068848,Sin Cochera,,,,False,,False,,Sergio Garcia Propiedades,Inmobiliaria,False,False,,"SERGIO GARCIA ALQUILA EN MICROCENTRO, IMPECABLE DEPARTAMENTO. IDEAL ESTUDIANTES, EMPLEADOS DE COMERCIO.
MUY LUMINOS0. FRONTAL .
ESTA COMPUESTO DE TRES AMPLIOS DORMITORIOS CON ESPACIOSA SALA DE ESTAR, ESTA ÚLTIMA POSEE 30 METROS CUADRADOS.
EL BAÑO ES TOTALMENTE NUEVO, A IGUAL QUE LA COCINA. 
POSEE UN PINTORESCO PATIO FRONTAL QUE ENBELLESE EL ACCESO AL DEPARTAMENTO.
NO PAGA EXPENSAS.
LA ACTUALIZACION ES TRIMESTRAL CON IPC",
inmoup:2556-604,inmoup,2556,604,https://inmoup.com.ar/2556-sergio-garcia-propiedades/inmuebles/604/ficha/departamentos-en-alquiler-en-tapon-moyano-1752,2026-09-08,2026-07-25 13:27:21,600000.0,ARS,7500.0,80.0,100.0,,2.0,1.0,,Alquiler,Excelente,6.0,Guaymallen,Mendoza,TAPON MOYANO 1752,-32.92435421702056,-68.77154449734496,Garage Doble,,,,True,30000.0,False,,Sergio Garcia Propiedades,Inmobiliaria,False,False,,"SERGIO GARCIA ALQUILA, en complejo Privado, ubicado en zona de importante y moderno desarrollo inmobiliario, Jesús Nazareno, 1 Departamento de 2 dormitorios con cochera doble. .
El complejo se caracteriza por
1) Acceso automatizado
2) Seguridad con cámaras y cerco eléctrico...
3) Luminarias dentro del complejo
4) Amplios espacios exteriores con verde.y churrasqueras
5) doble cochera para cada departamento
Los departamentos son muy Luminosos y poseen comedor living comedor,. En cocina, completo amoblamiento bajo mesada y alacena.
Los dos dormitorios son amplios y placares de piso a techo y de pared a pared.
El baño posee finos detalles. 
Los departamentos poseen lavandería separada.
El departamento es en planta baja, con patio.
Con gran luminosidad espacios verdes 
En la expensas estan incluidos los impuestos
La actualización es trimestral con el ICL",
inmoup:255603-10,inmoup,255603,10,https://inmoup.com.ar/255603-jorge-duboue/inmuebles/10/ficha/departamentos-en-alquiler-en-federico-moreno-832-ciudad,2026-09-08,2026-08-23 20:35:53,400000.0,ARS,10000.0,40.0,40.0,3.0,1.0,1.0,,Alquiler,Muy Bueno,13.0,Capital,Mendoza,Federico moreno 832 ciudad,-32.8948499,-68.8331465,Sin Cochera,1.0,False,False,True,85000.0,False,Si,Jorge DUBOUE,Inmobiliaria,False,False,,"Alquilo hermoso departamento en el centro de la ciudad. A dos cuadras de la terminal. Dentro de un complejo de 9 departamentos. Seguro, luminoso, cómodo. Eléctrico. Una habitacion, un baño y estar diario. Se requiere bono de sueldo y dos garantes. No mascotas. Listo para habitar.",
inmoup:256325-84,inmoup,256325,84,https://inmoup.com.ar/256325-lo-bello-propiedades/inmuebles/84/ficha/departamentos-en-alquiler-en-juan-de-dios-videla-359,2026-09-08,2026-08-18 12:58:11,1000000.0,ARS,10000.0,100.0,130.0,4.0,2.0,2.0,,Alquiler,Excelente,12.0,Capital,Mendoza,Juan de Dios Videla 359,-32.8797805,-68.85266829999999,Garage/Cochera,2.0,False,False,True,70000.0,False,Si,Lo Bello Propiedades,Inmobiliaria,False,False,,"LO BELLO PROPIEDADES ALQUILA 

En la exclusiva zona de Mendoza Capital, Sexta Sección Residencial, se encuentra este encantador dúplex que destaca por sus características únicas. 

Con doble ingreso, peatonal y portón automatizado para vehículos-. 

Al ingresar a la propiedad, nos recibe un amplio ambiente que integra la cocina y el living, creando un espacio acogedor y funcional. Además, cuenta con un baño de visitas y una puerta ventana que conecta con un patio de uso exclusivo, con una churrasquera para disfrutar de reuniones al aire libre. 

En la planta alta, encontramos el baño principal completo y dos dormitorios. El dormitorio principal cuenta con aire acondicionado y un balcón hacia el interior del complejo, mientras que el segundo dormitorio ofrece vistas a los espacios comunes. Ambos dormitorios disponen de amplios placares de madera de excelente calidad. 

La propiedad cuenta con un sistema de calefacción central de fácil manejo y bajo mantenimiento, ideal para mantener una temperatura agradable en todas las estaciones del año. 

Además, este dúplex se encuentra en excelente estado de conservación, con una antigüedad de 12 años. Con una superficie cubierta de 100m2 y una superficie total de 130m2, ofrece un total de 4 ambientes, 

Entre las comodidades adicionales, se destacan la presencia de aire acondicionado, cable TV e internet. También cuenta con cochera bajo techo para un auto y expensas mensuales de $70,000. 

En cuanto a las características externas, este complejo residencial se encuentra en una zona escolar y no acepta mascotas. 

REQUISITOS: Inquilino y 2 garantes que deberán acreditar ingresos vía bono de sueldo o certificación de ingresos.",
inmoup:258053-6,inmoup,258053,6,https://inmoup.com.ar/258053-lorena-torti/inmuebles/6/ficha/departamentos-en-alquiler-en-cordoba-800,2026-09-08,2026-04-17 10:54:19,740.0,USD,12.333333333333334,60.0,80.0,4.0,2.0,1.0,,Alquiler,Excelente,,Lujan de Cuyo,Mendoza,Córdoba 800,-33.03201730137985,-68.8850891823339,Garage/Cochera,,,True,True,130000.0,True,,Lorena Torti,Inmobiliaria,False,False,,"Se alquila hermoso departamento Amoblado muy luminoso a estrenar.

Características principales:

Cocina comedor integrada, completamente equipada (heladera, cocina, vajilla y más)
Living funcional 
2 dormitorios con camas sommier
1 dormitorio matrimonial
1 dormitorio con dos camas
1 baño completo
Cochera cubierta para un vehículo

Está en planta alta, con balcón.
Dentro del complejo privado que cuenta con quincho con churrasqueras, piscina y cava.
Su ubicación es ideal ya que se encuentra cerca de una gran variedad de comercios, restaurantes, cafeterías y bares, así como de bodegas y viñedos. También cuenta con fácil acceso a buses y a la ruta hacia Cacheuta, el dique Potrerillos. 
El alquiler incluye servicio de agua potable e internet. Se paga por separado el servicio de electricidad, expensas y honorarios.",
inmoup:258214-77,inmoup,258214,77,https://inmoup.com.ar/258214-cipra-inmobiliaria/inmuebles/77/ficha/departamentos-en-alquiler-en-azcuenaga-1400,2026-09-08,2026-07-14 13:55:08,580000.0,ARS,8285.714285714286,70.0,70.0,,1.0,1.0,,Alquiler,Excelente,5.0,Guaymallen,Mendoza,AZCUENAGA 1400,-32.91597913878103,-68.798721590213,Garage/Cochera,1.0,,,True,80000.0,False,,CIPRA INMOBILIARIA,Inmobiliaria,False,False,,"Atención! Dos departamentos en alquiler en este complejo:

1- Departamento en planta baja con cocina comedor, una habitación y un baño. El edificio cuenta con una terraza con churrasquera.
Por mes se paga: alquiler + luz + gas + expensas $80.000.
Disponible para ingresar de inmediato.

2- Departamento en segundo piso con acceso por medio de escaleras con cocina comedor, una habitación y un baño. El edificio cuenta con una terraza con churrasquera.
Por mes se paga: alquiler + luz + gas + expensas $80.000.
Disponible para ingresar en agosto.

Contrato por dos años con aumento semestral según IPC

Para ambas opciones se solicita: titular con ingresos demostrables ( bonos de sueldo o certificación de ingresos por contador) y dos garantes.
Para el ingreso: mes de alquiler + mes de depósito + mes de honorarios. Tener presente el gasto de certificación de firmas.

No se permiten mascotas.",
inmoup:258214-82,inmoup,258214,82,https://inmoup.com.ar/258214-cipra-inmobiliaria/inmuebles/82/ficha/departamentos-en-alquiler-en-las-canas-1171,2026-09-08,2026-08-12 12:07:23,800000.0,ARS,8888.888888888889,90.0,90.0,,2.0,1.0,,Alquiler,Excelente,,Guaymallen,Mendoza,LAS CAÑAS 1171,-32.9076824,-68.8189605,Garage/Cochera,,,True,True,115000.0,False,,CIPRA INMOBILIARIA,Inmobiliaria,False,False,,"DEPARTAMENTO EN ALQUILER – EDIFICIO VICTORIA
Las Cañas 1171, Dorrego, Mendoza.
Disponible a partir de octubre.

* Alquiler: $800.000
* Expensas: $115.000
* Internet + cable: $50.000
* Impuesto/consumo de luz: según consumo

* 2 dormitorios
* 1 baño con ante baño
* Living comedor
* Cocina
* Aire acondicionado frío/calor
* Termotanque
* Cochera
* Amoblado
* Ascensor
* Terraza
* SUM
* Churrasquera

* Contrato anual
* Actualización cada 4 meses según ICL
* Los gastos mensuales incluyen alquiler, expensas, internet + cable y el consumo de luz según lo efectivamente utilizado.",
inmoup:258214-85,inmoup,258214,85,https://inmoup.com.ar/258214-cipra-inmobiliaria/inmuebles/85/ficha/departamentos-en-alquiler-en-gabrielli-3193,2026-09-08,2026-08-21 16:30:59,750000.0,ARS,17441.86046511628,43.0,43.0,,1.0,1.0,,Alquiler,Excelente,,Maipu,Mendoza,gabrielli 3193,-32.94362340000001,-68.8047571,Garage/Cochera,,True,,True,80000.0,True,,CIPRA INMOBILIARIA,Inmobiliaria,False,False,,"La unidad cuenta con:
-cocina
-living comedor con balcón
-baño
-1 dormitorio amplio con excelente ingreso de luz natural.
El inmueble dispone de cochera cubierta para 1 vehículo.
El edificio ofrece excelentes amenities para uso común que incluyen
-pileta
-terraza con parrilla
-SUM
-ascensor.
El entorno residencial es muy tranquilo y familiar, con accesos directos a avenidas principales, paradas de transporte público cercanas, variedad de comercios de barrio y espacios verdes para recreación.

Departamento eléctrico. Por mes se paga el alquiler + expensas $80.000 + impuesto de luz + impuesto municipal.
No se entrega con cocina.

Para el ingreso: titular con ingresos demostrables + dos garantes
Mes de alquiler + mes de depósito + mes de honorarios.",
inmoup:2600-836,inmoup,2600,836,https://inmoup.com.ar/2600-aconcagua-propiedades/inmuebles/836/ficha/departamentos-en-alquiler-en-bordalesas,2026-09-08,2026-07-13 00:00:00,700000.0,ARS,8750.0,80.0,80.0,3.0,0.0,1.0,,Alquiler,,6.0,Maipu,Mendoza,Bordalesas,-32.97592381181396,-68.80472034215929,Garage/Cochera,,,,,,,,ACONCAGUA Propiedades,Inmobiliaria,False,True,,"Alquiler de Departamento 2 Dormitorios en Bº Viejo Tonel II, Maipú 
 
 

Ubicado en el Barrio Viejo Tonel II, sobre calle Bordalesas, Manzana K, Lote 11. Dpto 6, planta alta de Maipú. Una excelente ubicación, con rápidos accesos a J.J. Paso y Parque Metropolitiano.

Características principales

- 80 m² de superficie cubierta.

- 80 m² de superficie total.

- Cocina-comedor equipada con artefacto de cocina y campana extractora.

- Lavandería con termotanque.

- 2 dormitorios con placares.

- 1 baño completo.

- Cochera techada para un vehículo.

- Rejas de seguridad en ventanas.

- Todos los servicios: agua, luz, gas y cloacas.

- No posee patio.

- No se aceptan mascotas.

VALOR PUBLICADO + EXPENSAS

 XINTEL (INA-INA-170)",
inmoup:2600-843,inmoup,2600,843,https://inmoup.com.ar/2600-aconcagua-propiedades/inmuebles/843/ficha/departamentos-en-alquiler-en-paso-de-los-pato,2026-09-08,2026-08-05 00:00:00,600000.0,ARS,8571.42857142857,70.0,80.0,4.0,0.0,2.0,,Alquiler,,15.0,Maipu,Mendoza,Paso de los Pato,-32.94250345565411,-68.8131693005562,Sin Cochera,,,,,,,,ACONCAGUA Propiedades,Inmobiliaria,False,True,,"Alquiler de Duplex 2 Dormitorios en Bº 7 de Julio, Maipú

Ubicado en el Barrio 7 de Julio, Maipú, sobre calle Paso de los Patos, con rápido acceso a 9 de Julio y carril Sarmiento. Su ubicación permite estar cerca de comercios de cercanía, establecimientos educativos y transporte público.

Características principales:

- Superficie cubierta: 70 m²

- Superficie total: 80 m²

- Todos los servicios

- Living

- Cocina equipada con termotanque

- 2 dormitorios con placard

- 2 baños (baño de servicio en planta baja y baño principal en planta alta)

- Patio con churrasquera

- Luminarias instaladas

- Rejas en todas las aberturas

- Sin cochera
  
 
 

 
 
 
 XINTEL (INA-INA-177)",
inmoup:2600-849,inmoup,2600,849,https://inmoup.com.ar/2600-aconcagua-propiedades/inmuebles/849/ficha/departamentos-en-alquiler-en-bordalesas,2026-09-08,2026-08-12 00:00:00,780000.0,ARS,7800.0,100.0,110.0,3.0,0.0,1.0,,Alquiler,,6.0,Maipu,Mendoza,Bordalesas,-32.97594631284524,-68.80477935075761,Garage/Cochera,,,,,,,,ACONCAGUA Propiedades,Inmobiliaria,False,True,,"Alquiler de Departamento 2 Dormitorios en B Viejo Tonel II, Maipú 
 
 

Excelente departamento ubicado en Complejo del Parque, Barrio Viejo Tonel II, sobre calle Bordalesas, Manzana K Lote 11, Dto 2, planta baja de Maipú, en un entorno residencial y de fácil acceso a calle J.J.Paso y con cercanía al Parque Metropolitano.

Características principales

- 100 m² cubiertos

- 110 m² de superficie total

- 2 dormitorios con placard

- 1 baño

- Cocina comedor con artefacto de cocina y purificador

- Termotanque

- Lavandería

- Patio con leonera

- Rejas

- Cochera techada para 1 vehículo

- Todos los servicios

No se admiten mascotas

VALOR PUBLICADO + EXPENSAS
 
 
 
 XINTEL (INA-INA-184)",
inmoup:2600-850,inmoup,2600,850,https://inmoup.com.ar/2600-aconcagua-propiedades/inmuebles/850/ficha/departamentos-en-alquiler-en-batalla-de-maipu,2026-09-08,2026-08-12 00:00:00,420000.0,ARS,7000.0,60.0,65.0,3.0,0.0,1.0,,Alquiler,,15.0,Maipu,Mendoza,Batalla de Maipú,-32.95605766503548,-68.78312587738039,Sin Cochera,,,,,,,,ACONCAGUA Propiedades,Inmobiliaria,False,True,,"Alquiler de Departamento 2 Dormitorios en Bº 8 Plan Agua y Energía, Maipú 
 
 

Departamento en alquiler ubicado en Bº 8 Plan Agua y Energía, Gral. Gutiérrez, sobre calle Batalla de Maipú. Se encuentra en planta alta y ofrece ambientes funcionales para una cómoda vida diaria.

Características principales

- Superficie cubierta: 60 m²

- Superficie total: 65 m²

- 2 dormitorios sin placard

- 1 baño

- Cocina comedor

- Termotanque

- Balcón

- Rejas

- Sin cochera

- Todos los servicios

No se admiten mascotas

VALOR PUBLICADO + EXPENSAS
 
 
 
 XINTEL (INA-INA-185)",
inmoup:2600-852,inmoup,2600,852,https://inmoup.com.ar/2600-aconcagua-propiedades/inmuebles/852/ficha/departamentos-en-alquiler-en,2026-09-08,2026-08-26 00:00:00,750000.0,ARS,11538.46153846154,65.0,75.0,3.0,0.0,1.0,,Alquiler,,17.0,Maipu,Mendoza,,-32.97785437944097,-68.80135282874107,Garage/Cochera,,,,,,,,ACONCAGUA Propiedades,Inmobiliaria,False,True,,"Alquiler de Departamento 2 Dormitorios en B Viejo Tonel II, Maipú 
 
 

Excelente departamento en planta alta, ubicado en el Barrio Viejo Tonel II, Edificio Parque, con una ubicación estratégica, próximo al Parque Metropolitano y con rápido acceso a J. J. Paso, facilitando la conexión con distintos puntos de Mendoza.

El complejo cuenta con portón de ingreso automatizado y puerta peatonal, brindando mayor comodidad y seguridad.

Características principales:

- Departamento 5  en planta alta 

- Superficie cubierta: 65 m²

- Superficie total: 75 m²

- Todos los servicios

- Living

- Cocina con desayunador

- 2 dormitorios con placards y baulera

- 1 baño completo

- Patio propio con leonera

- Cochera techada para 1 vehículo

- Portón de ingreso automatizado

- Rejas

- Barrales instalados para cortinas

- Luminarias instaladas

- Termotanque

- Artefactos de cocina

- Extractor de cocina

- Churrasquera en espacio común.

No se admiten mascotas, ideal para grupo familiar reducido

VALOR PUBLICADO + EXPENSAS
 
 
 
 XINTEL (INA-INA-187)",
inmoup:2618-727,inmoup,2618,727,https://inmoup.com.ar/2618-inmobiliaria-romanazzi/inmuebles/727/ficha/departamentos-en-alquiler-en-necochea-2261,2026-09-08,2026-08-03 13:01:46,890000.0,ARS,14833.333333333334,60.0,70.0,,1.0,1.0,,Alquiler,Excelente,24.0,Godoy Cruz,Mendoza,Necochea 2261,-32.90268434803231,-68.85709429755326,Garage/Cochera,1.0,True,,True,240000.0,False,,Inmobiliaria Romanazzi,Inmobiliaria,False,False,,"ROMANAZZI Inmobiliaria ofrece hermoso departamento de categoría en alquiler. El mismo se encuentra ubicado en complejo Villa Mediterránea sobre calle Necochea 2261 de Godoy Cruz, limite con Ciudad. 
Consta de amplia cocina con living comedor todo integrado con desayunador, todos sus pisos son de madera entablonado lustrados, cuenta con aire acondicionado y calefacción central por radiadores, un dormitorio con gran placard, baño completo con bañadera, balcón de tamaño generoso y cochera techada para un vehículo. 
El complejo cuenta con seguridad las 24 hs. pileta climatizada y pileta externa, gimnasio, sum con churrasqueras, sauna, amplios espacios verdes y sala de lavado de ropa.

Valor $890.000

✅ INCREMENTO CUATRIMESTRAL ÍNDICE ICL

📑 REQUISITOS:

🚩SOLICITANTE:
✔ Los ingresos deben ser comprobables

🚩GARANTÍA:
✔ Opción 1: Un garante con propiedad en la Provincia de Mendoza y un garante con recibo de sueldo
✔ Opción 2: Tres garantes con recibo de sueldo
✔ Opción 3: garante con propiedad o recibo de sueldo y seguro de caución.

💲 Costos para ingresar:
- Alquiler
- Honorarios
- Depósito de Garantía
- Certificación de firmas
ROMANAZZI INMOBILIARIA
Leónidas Aguirre N° 95 - Quinta Sección - Ciudad
inmobiliariaromanazzi@hotmail.com
WWW.INMOROMANAZZI.COM.AR",
